x,y
-119.7111313327446,-9.690720823975225
344.835850394362,-141.22266945156258
165.1956523882428,183.9968903907328
-132.5035434766632,-84.66871406204407
-10.329046604316755,109.85937325159237
-46.596076299278856,-100.5096005665347
142.00536414882512,273.05058487347
-96.56419417942413,-60.36274857379157
-92.27016571906618,126.55088266166187
-69.10623878348639,40.71024217690412
257.58246863006895,45.42926218049106
-136.84172781872485,-46.690485065494855
-6.3853656499737,36.895860880823115
375.53081533904026,1.7260808713371638
-32.13199245061304,-60.99386296419043
162.61832971518496,-133.65396537236097
172.99377515332372,34.56093673471628
-18.73517410698004,67.61186284378645
-102.54617193145529,104.26111546422148
-54.60594779344835,128.35400072883465
-99.82503638857034,108.10068790931857
62.659322965879866,258.067292500746
382.76587400249565,-146.42878909508426
189.49751378079446,-140.40809968021819
-87.12715488482914,31.134752808997817
-47.61765279554735,19.594017125564644
-25.74015147967832,-62.44368451985469
-80.11558732801916,-106.09702196282572
-113.38337619279183,-64.53338766349432
37.15330326735976,-87.33313838954007
1.4296463328137194,-82.35138118074408
5.558990381689387,101.87371857841524
-132.41437434874598,-5.56415252863454
-62.61539660042961,-63.41925355615563
-24.546016276248682,-126.97057102555655
-121.88106782067514,49.48326425346763
117.55548707729781,63.20413750592694
6.146521710449184,144.95220301019688
-41.466276210018414,75.31514571322012
-95.9754782635195,-59.820781500396784
-35.86313053007646,-130.77960653109685
-96.84652979495436,-4.115203387879574
-36.07454010570442,-97.43443406749876
-52.43986835493936,23.6821802844898
-101.90681606977135,45.33330586868862
-37.9866222189361,-28.7995612779289
59.50958895851188,105.43315364268182
-96.20961027913073,-117.2076788956536
-57.576125829663646,-114.15464987623311
-117.10091632791553,-103.52679024153586
